Date,Time,Symbol,Quantity,Price,Side
10/02/2023,13:30:11,GOOG,250,132.42,Buy
10/02/2023,13:30:11,GOOG,250,132.42,Buy
10/02/2023,13:30:11,GOOG,250,132.42,Buy
10/02/2023,13:30:11,MSFT,250,316.20,Buy
10/02/2023,13:30:11,MSFT,250,316.20,Buy
10/02/2023,13:30:11,MSFT,250,316.20,Buy
10/02/2023,13:33:11,META,250,302.56,Buy
10/02/2023,13:33:11,META,250,302.56,Buy
10/02/2023,13:33:11,META,250,302.56,Buy
10/02/2023,13:33:11,AMZN,250,126.81,Buy
10/02/2023,13:33:11,AMZN,250,126.81,Buy
10/02/2023,13:33:11,AMZN,250,126.81,Buy
10/02/2023,13:45:11,MSFT,250,318.35,Sell
10/02/2023,13:45:11,MSFT,250,318.35,Sell
10/02/2023,13:45:11,MSFT,250,318.35,Sell
10/02/2023,13:45:11,GOOG,250,134.08,Sell
10/02/2023,13:45:11,GOOG,250,134.08,Sell
10/02/2023,13:45:11,GOOG,250,134.08,Sell
10/02/2023,13:46:11,MSFT,250,317.90,Buy
10/02/2023,13:46:11,MSFT,250,317.90,Buy
10/02/2023,13:46:11,MSFT,250,317.90,Buy
10/02/2023,13:48:11,META,250,305.14,Sell
10/02/2023,13:48:11,META,250,305.14,Sell
10/02/2023,13:48:11,META,250,305.14,Sell
10/02/2023,13:48:11,AMZN,250,128.54,Sell
10/02/2023,13:48:11,AMZN,250,128.54,Sell
10/02/2023,13:48:11,AMZN,250,128.54,Sell
10/02/2023,13:55:11,META,250,304.73,Buy
10/02/2023,13:55:11,META,250,304.73,Buy
10/02/2023,13:55:11,META,250,304.73,Buy
10/02/2023,14:01:11,MSFT,250,318.00,Sell
10/02/2023,14:01:11,MSFT,250,318.00,Sell
10/02/2023,14:01:11,MSFT,250,318.00,Sell
10/02/2023,14:10:11,MSFT,250,318.02,Buy
10/02/2023,14:10:11,MSFT,250,318.02,Buy
10/02/2023,14:10:11,MSFT,250,318.02,Buy
10/02/2023,14:10:11,META,250,305.57,Sell
10/02/2023,14:10:11,META,250,305.57,Sell
10/02/2023,14:10:11,META,250,305.57,Sell
10/02/2023,14:25:11,MSFT,250,318.30,Sell
10/02/2023,14:25:11,MSFT,250,318.30,Sell
10/02/2023,14:25:11,MSFT,250,318.30,Sell
10/02/2023,14:27:11,MSFT,250,318.50,Buy
10/02/2023,14:27:11,MSFT,250,318.50,Buy
10/02/2023,14:27:11,MSFT,250,318.50,Buy
10/02/2023,14:32:11,META,250,304.73,Buy
10/02/2023,14:32:11,META,250,304.73,Buy
10/02/2023,14:32:11,META,250,304.73,Buy
10/02/2023,14:42:11,MSFT,250,317.67,Sell
10/02/2023,14:42:11,MSFT,250,317.67,Sell
10/02/2023,14:42:11,MSFT,250,317.67,Sell
10/02/2023,14:47:11,META,250,304.81,Sell
10/02/2023,14:47:11,META,250,304.81,Sell
10/02/2023,14:47:11,META,250,304.81,Sell
10/02/2023,14:47:11,MSFT,250,317.72,Buy
10/02/2023,14:47:11,MSFT,250,317.72,Buy
10/02/2023,14:47:11,MSFT,250,317.72,Buy
10/02/2023,14:55:11,META,250,305.47,Buy
10/02/2023,14:55:11,META,250,305.47,Buy
10/02/2023,14:55:11,META,250,305.47,Buy
10/02/2023,15:02:11,MSFT,250,318.41,Sell
10/02/2023,15:02:11,MSFT,250,318.41,Sell
10/02/2023,15:02:11,MSFT,250,318.41,Sell
10/02/2023,15:07:11,MSFT,250,318.94,Buy
10/02/2023,15:07:11,MSFT,250,318.94,Buy
